ID,Region,Cultivar,Leaf_N_stage2_g_kg,Leaf_P_stage2_g_kg,Leaf_K_stage2_g_kg,Leaf_Mg_stage2_g_kg,Leaf_Ca_stage2_g_kg,Leaf_B_stage2_g_kg,Leaf_Cu_stage2_g_kg,Leaf_Zn_stage2_g_kg,Leaf_Mn_stage2_g_kg,Leaf_Fe_stage2_g_kg,Fruit_yield_Mg_ha,Yield class
2017_137,Quebec,Stevens,8.84,1.263493103,7.77406975,1.73260196,6.995990815,0.068270764,0.003461197,0.018301851,0.186775841,0.086351095,9.03,Low yield
2017_138,Quebec,Stevens,9.3121,1.230905862,7.018954457,1.621494992,5.389197752,0.051825012,0.003302715,0.015042533,0.171713279,0.066497429,6.88,Low yield
2017_139,Quebec,Stevens,9.038,1.058348426,7.010132059,1.718827038,6.528734218,0.063572846,0.00404308,0.018154316,0.150322701,0.05839637,6.07,Low yield
2017_140,Quebec,Stevens,9.4217,1.11797873,7.971191877,1.520214429,4.944751817,0.047498231,0.004050915,0.014133105,0.141703471,0.04387368,4.94,Low yield
2017_141,Quebec,Stevens,8.9544,0.970675551,7.515923629,1.564387917,7.119393983,0.104761129,0.003530699,0.017603806,0.187859158,0.080133743,12.41,Low yield
2017_142,Quebec,Stevens,10.3,1.212772935,6.98149749,1.52836479,5.921226613,0.058278968,0.003180143,0.015421717,0.174020975,0.046511691,8.15,Low yield
2017_143,Quebec,Stevens,8.6791,1.122416314,7.653549921,1.689022553,6.765166404,0.071881424,0.003973339,0.018636717,0.207179865,0.060747303,17.71,Low yield
2017_144,Quebec,Stevens,9.6623,1.292665493,6.936588861,1.451398596,4.697579545,0.050805398,0.004013692,0.014383988,0.131321169,0.0413513,6.37,Low yield
2017_T001,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T002,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T003,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T004,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T005,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T006,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T007,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T008,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T009,Quebec,Stevens,,,,,,,,,,,,Low yield
2017_T010,Quebec,Stevens,,,,,,,,,,,,Low yield
2018_001,Quebec,Stevens,8.3266,1.17736,6.13062,1.73932,7.80941,0.04593,0.00517,0.02177,0.4703,0.1805,9.91,Low yield
2018_002,Quebec,Stevens,8.5518,1.04367,5.56159,1.98836,8.4862,0.05055,0.00504,0.02011,0.47465,0.27198,11.63,Low yield
2018_003,Quebec,Stevens,8.6339,0.99559,5.68502,2.0508,8.58427,0.05384,0.00505,0.02057,0.47693,0.22823,22.22,Low yield
2018_004,Quebec,Stevens,8.8661,0.98011,5.54181,1.98715,8.98051,0.04299,0.00514,0.02487,0.40753,0.17626,23.78,Low yield
2018_005,Quebec,Stevens,9.0295,0.99052,5.32128,2.32893,9.85853,0.05054,0.00478,0.0251,0.35258,0.16482,41.76,High yield
2018_006,Quebec,Stevens,9.9451,1.02974,5.6684,2.37142,10.50147,0.05404,0.00483,0.02321,0.28644,0.1671,29.75,Low yield
2018_007,Quebec,Stevens,9.8747,1.19413,5.96908,2.36253,9.70938,0.04748,0.0051,0.02498,0.25501,0.15293,33.33,Low yield
2018_008,Quebec,Stevens,9.5563,1.06413,5.31067,2.22881,9.83301,0.04191,0.00538,0.02678,0.22984,0.17209,31.6,Low yield
2018_009,Quebec,Stevens,10.273,1.29019,5.51021,2.4179,9.04032,0.03889,0.00615,0.0247,0.18104,0.14482,31.46,Low yield
2018_010,Quebec,Stevens,9.8399,1.18015,5.43333,2.37522,10.1248,0.03635,0.00567,0.02568,0.18449,0.13925,32.41,Low yield
2018_011,Quebec,Stevens,8.0407,0.9144,5.61546,1.92882,8.30818,0.04686,0.0051,0.02125,0.4597,0.24007,15.49,Low yield
2018_012,Quebec,Stevens,8.0078,1.02355,5.54023,1.88184,9.13455,0.0473,0.00547,0.02095,0.37148,0.24393,14.59,Low yield
2018_013,Quebec,Stevens,10.025,1.33894,8.8848,2.38369,7.36621,0.05354,0.00478,0.01799,0.36219,0.15646,34.08,Low yield
2018_014,Quebec,Stevens,9.6104,1.2403,9.04873,2.37004,7.27055,0.05785,0.00456,0.01612,0.41036,0.16702,35.08,Low yield
2018_015,Quebec,Stevens,9.7985,1.18123,6.04352,2.20002,9.69407,0.03986,0.005,0.02536,0.17985,0.12898,36.2,Low yield
2018_016,Quebec,Stevens,9.1485,0.98783,5.25214,2.21106,10.20836,0.0439,0.00489,0.02352,0.18847,0.24828,34.86,Low yield
2018_017,Quebec,Stevens,10.021,1.07087,5.46106,2.27056,10.16869,0.03972,0.00473,0.02646,0.263,0.17039,37.54,Low yield
2018_018,Quebec,Stevens,9.3946,1.03069,5.1733,2.31982,10.65084,0.04427,0.00481,0.02551,0.2256,0.15994,45.81,High yield
2018_019,Quebec,Stevens,9.6399,1.10221,5.43944,2.32291,9.40864,0.04705,0.00505,0.02439,0.25392,0.1601,40.77,High yield
2018_020,Quebec,Stevens,9.7775,1.12935,5.20649,2.25191,10.21107,0.05706,0.00534,0.02403,0.24539,0.1463,38.65,Low yield
2018_021,Quebec,Stevens,9.741,1.00988,5.36385,2.15645,9.23485,0.0487,0.00471,0.0235,0.2393,0.16042,43.92,High yield
2018_022,Quebec,Stevens,9.6834,1.12919,5.73598,2.28501,9.78269,0.05555,0.00525,0.02827,0.30195,0.13105,43.67,High yield
2018_023,Quebec,Stevens,9.6381,1.02303,5.53489,2.23521,10.05844,0.04716,0.00478,0.02457,0.30815,0.16174,50.73,High yield
2018_024,Quebec,Stevens,8.6048,1.03746,5.43373,2.01128,8.95009,0.0386,0.00523,0.02192,0.20351,0.10707,33.84,Low yield
2018_025,Quebec,Stevens,9.0486,1.00076,5.28049,2.09791,8.92533,0.04011,0.00489,0.02488,0.37985,0.14706,26.06,Low yield
2018_026,Quebec,Stevens,8.7784,0.9822,5.83846,2.18918,9.46073,0.06524,0.00525,0.02317,0.44211,0.19846,26.09,Low yield
2018_027,Quebec,Stevens,9.1294,1.0504,5.35862,2.2064,9.51542,0.05609,0.00473,0.02257,0.25809,0.11722,42.01,High yield
2018_028,Quebec,Stevens,9.4268,1.22495,5.83397,2.16635,9.48519,0.04394,0.00542,0.02375,0.20257,0.13961,36.23,Low yield
2018_029,Quebec,Stevens,9.3591,1.06925,5.31473,2.20483,10.44845,0.05046,0.00482,0.02572,0.34548,0.18103,34.32,Low yield
2018_030,Quebec,Stevens,8.981,1.008,5.31206,2.14438,9.54249,0.04836,0.00463,0.0222,0.31661,0.23833,37.23,Low yield
2018_031,Quebec,Stevens,9.9704,1.17089,6.05153,2.52328,10.04801,0.06094,0.00518,0.0244,0.35896,0.18522,41.51,High yield
2018_032,Quebec,Stevens,9.9041,1.17244,6.50279,2.32461,9.62406,0.0714,0.00518,0.02097,0.39614,0.15724,38.89,Low yield
2018_033,Quebec,Stevens,9.9126,1.26662,4.96135,2.2233,9.95578,0.03636,0.00536,0.02484,0.20019,0.1054,46.62,High yield
2018_034,Quebec,Stevens,9.0235,1.12137,5.8924,2.09552,9.37341,0.03917,0.00504,0.02508,0.19792,0.15771,37.68,Low yield
2018_035,Quebec,Stevens,9.6023,1.17687,6.09055,2.41632,9.92106,0.05535,0.00535,0.02408,0.27193,0.16669,46.69,High yield
2018_036,Quebec,Stevens,9.5458,1.13818,5.36389,2.24583,9.70016,0.05161,0.0048,0.0225,0.29469,0.12902,41.4,High yield
2018_037,Quebec,Stevens,7.9767,1.14307,6.10725,1.79998,6.62589,0.02534,0.00458,0.0225,0.25812,0.05162,36.76,Low yield
2018_038,Quebec,Stevens,8.5466,1.13661,5.87246,1.95148,7.60054,0.03046,0.00461,0.02297,0.38902,0.0553,33.84,Low yield
2018_039,Quebec,Stevens,8.4283,1.10105,5.68871,1.7969,6.7931,0.02546,0.00482,0.02233,0.27298,0.06331,33.43,Low yield
2018_040,Quebec,Stevens,8.1701,1.15116,6.44391,1.92617,7.37751,0.0257,0.00484,0.02288,0.33491,0.05775,37.95,Low yield
2018_041,Quebec,Stevens,8.2304,1.10174,4.71613,1.88853,7.37886,0.02689,0.00415,0.01975,0.27003,0.05196,41.94,High yield
2018_042,Quebec,Stevens,8.1583,1.12325,5.18691,2.1023,8.61647,0.03883,0.0046,0.02677,0.48629,0.09051,33.41,Low yield
2018_043,Quebec,Stevens,7.7535,1.14833,5.70485,1.94917,6.87741,0.02695,0.0047,0.02205,0.27234,0.07033,40.35,High yield
2018_044,Quebec,Stevens,7.5362,1.11247,5.81334,1.89732,7.89526,0.0317,0.00504,0.02257,0.30997,0.08531,34.65,Low yield
2018_045,Quebec,Stevens,9.5094,1.30683,6.40835,2.12363,6.47892,0.03035,0.0047,0.02205,0.27572,0.05904,35.81,Low yield
2018_046,Quebec,Stevens,8.0494,1.10755,5.41693,2.00227,7.80038,0.03251,0.00465,0.02396,0.32615,0.05098,37.03,Low yield
2018_047,Quebec,Stevens,8.3246,0.98655,5.15264,1.70261,6.88635,0.02483,0.00414,0.01992,0.31035,0.05465,49.42,High yield
2018_048,Quebec,Stevens,8.7361,1.09282,6.41649,1.65947,6.7585,0.02791,0.00449,0.01879,0.28503,0.0682,38.36,Low yield
2018_049,Quebec,Stevens,8.6962,1.26461,5.7124,1.90707,6.65944,0.02406,0.00424,0.01824,0.24507,0.05273,43.38,High yield
2018_050,Quebec,Stevens,8.3379,1.23534,6.40757,2.04598,7.41218,0.03195,0.0048,0.01918,0.27072,0.05573,36.47,Low yield
2018_051,Quebec,Stevens,8.5235,1.17726,5.18298,2.05494,7.75014,0.02746,0.00457,0.02297,0.26013,0.05347,46.7,High yield
2018_052,Quebec,Stevens,8.9841,1.24369,5.30024,2.14929,8.46249,0.02617,0.00511,0.02402,0.22663,0.04135,37.27,Low yield
2018_053,Quebec,Stevens,8.3396,1.03637,4.91907,1.88356,6.90496,0.02103,0.00372,0.01942,0.24819,0.05683,38.44,Low yield
2018_054,Quebec,Stevens,8.4994,1.08481,5.89925,1.9236,6.74509,0.03306,0.00452,0.02461,0.36765,0.06643,44.45,High yield
2018_055,Quebec,Stevens,8.286,1.18016,5.65656,2.05791,7.66067,0.03246,0.00471,0.02318,0.33292,0.06819,52.85,High yield
2018_056,Quebec,Stevens,8.0823,1.13078,5.21839,2.00998,7.37766,0.03057,0.00435,0.02204,0.30993,0.07615,35.35,Low yield
2018_057,Quebec,Stevens,8.9484,1.28011,5.63781,2.01224,7.48428,0.02598,0.00457,0.01994,0.2862,0.04739,40.78,High yield
2018_058,Quebec,Stevens,8.8725,1.04298,5.34911,2.00758,8.02861,0.03079,0.00394,0.02366,0.37664,0.06736,53.37,High yield
2018_059,Quebec,Stevens,8.835,1.11869,5.89091,2.16852,7.41283,0.03171,0.00449,0.02223,0.26258,0.05455,54.8,High yield
2018_060,Quebec,Stevens,8.1123,0.99394,5.87791,1.94811,7.56039,0.03218,0.00461,0.02379,0.34182,0.0782,37.63,Low yield
2018_061,Quebec,Stevens,8.4307,0.98939,4.98999,1.89195,7.07641,0.02657,0.00398,0.01882,0.23362,0.06044,46.22,High yield
2018_062,Quebec,Stevens,8.3641,1.02516,5.55812,1.80803,7.28799,0.02882,0.00477,0.02218,0.32061,0.06332,31.66,Low yield
2018_063,Quebec,Stevens,8.4322,1.13261,4.96013,1.95857,7.77003,0.02955,0.00442,0.02248,0.26003,0.06201,41.11,High yield
2018_064,Quebec,Stevens,8.5847,1.12573,5.64477,1.91854,7.13759,0.02649,0.00437,0.02063,0.2953,0.05878,53.29,High yield
2018_065,Quebec,Stevens,8.044,1.18036,5.04831,1.88976,7.82073,0.0265,0.00436,0.02332,0.31417,0.05715,41.47,High yield
2018_066,Quebec,Stevens,8.3938,1.12398,5.37925,1.87678,7.62833,0.03271,0.0042,0.0227,0.43984,0.06993,49.48,High yield
2018_067,Quebec,Stevens,9.864,1.21802,9.01828,2.12116,5.01001,0.03324,0.00449,0.01493,0.26732,0.07192,49.6,High yield
2018_068,Quebec,Stevens,9.2626,1.05104,7.03926,1.99095,4.77806,0.03153,0.00413,0.01384,0.27411,0.04887,53.81,High yield
2018_069,Quebec,Stevens,8.475,1.19301,5.61979,2.18386,7.56851,0.03268,0.00465,0.02304,0.31678,0.06571,46.47,High yield
2018_070,Quebec,Stevens,8.6572,1.18927,5.34656,2.29435,8.042,0.03018,0.00462,0.02319,0.3639,0.06945,37.92,Low yield
2018_071,Quebec,Stevens,8.8314,1.19587,5.90074,1.96628,6.8148,0.02905,0.00481,0.02026,0.3232,0.05651,46.67,High yield
2018_072,Quebec,Stevens,9.1615,1.27723,5.89797,2.14969,7.46982,0.032,0.00462,0.02004,0.35257,0.05098,50.26,High yield
2018_073,Quebec,Stevens,10.397,1.12621,5.04503,2.40422,10.48033,0.05313,0.00443,0.0397,0.76397,0.07788,34.95,Low yield
2018_074,Quebec,Stevens,11.475,1.32506,6.57415,1.87705,8.50393,0.04004,0.00566,0.0267,0.77212,0.07883,27.06,Low yield
2018_075,Quebec,Stevens,10.34,0.94709,4.18803,2.31049,10.19679,0.05251,0.00416,0.03182,0.86619,0.06952,28.27,Low yield
2018_076,Quebec,Stevens,11.397,1.22358,6.45406,2.105,8.48938,0.03811,0.00629,0.02619,0.66959,0.05841,40.21,High yield
2018_077,Quebec,Stevens,10.687,1.18415,6.40132,2.01441,7.41287,0.03846,0.00408,0.02416,0.59027,0.04607,37.77,Low yield
2018_078,Quebec,Stevens,10.718,1.15798,5.99169,2.23064,8.6854,0.04772,0.0048,0.02796,0.68341,0.05733,53.65,High yield
2018_079,Quebec,Stevens,10.547,1.34133,6.77089,2.10555,7.43052,0.02661,0.0043,0.01966,0.23222,0.061,32.67,Low yield
2018_080,Quebec,Stevens,9.53,1.15295,5.65125,2.08768,8.6719,0.04565,0.00519,0.02597,0.32985,0.10443,9.94,Low yield
2018_081,Quebec,Stevens,10.329,1.27431,7.13244,2.05363,7.22524,0.0392,0.00509,0.0279,0.45182,0.05176,21.91,Low yield
2018_082,Quebec,Stevens,11.182,1.23156,7.52614,1.94755,6.57825,0.03789,0.00482,0.02494,0.38698,0.05805,27.56,Low yield
2018_083,Quebec,Stevens,11.053,1.16532,5.99677,1.96701,7.70331,0.04186,0.00493,0.02532,0.78972,0.06043,42.91,High yield
2018_084,Quebec,Stevens,11.061,1.04475,6.34618,1.89659,9.20907,0.06303,0.00426,0.02697,0.85721,0.10269,45.01,High yield
2018_085,Quebec,Stevens,11.613,1.18737,7.06148,2.35829,6.4477,0.04561,0.00434,0.02329,0.65461,0.05537,39.96,Low yield
2018_086,Quebec,Stevens,10.29,1.10307,7.93652,2.4573,5.36557,0.04782,0.00464,0.01998,0.39133,0.05187,46.46,High yield
2018_087,Quebec,Stevens,10.86,1.2723,6.39276,2.24799,8.40225,0.0391,0.00491,0.02862,0.62647,0.05299,39.2,Low yield
2018_088,Quebec,Stevens,11.366,1.19201,5.84914,2.29014,9.09867,0.04378,0.00484,0.02961,0.72922,0.05621,43.88,High yield
2018_089,Quebec,Stevens,10.98,1.18087,6.42807,2.15503,7.85859,0.03963,0.00444,0.0267,0.55375,0.04718,36.51,Low yield
2018_090,Quebec,Stevens,10.498,1.2229,6.8495,2.17855,7.05378,0.05431,0.00718,0.02385,0.31984,0.0655,22.55,Low yield
2018_091,Quebec,Stevens,9.6357,1.05823,5.1454,2.17059,8.74972,0.03093,0.00677,0.02752,0.45992,0.05871,21.85,Low yield
2018_092,Quebec,Stevens,10.176,1.17558,6.18852,2.13243,8.2691,0.03992,0.00755,0.02855,0.52435,0.06837,24.42,Low yield
2018_093,Quebec,Stevens,10.845,1.25513,6.56108,2.11097,7.88984,0.04433,0.00571,0.02763,0.42167,0.06951,27.09,Low yield
2018_094,Quebec,Stevens,10.161,1.35369,7.12955,2.0406,6.53356,0.04321,0.00524,0.01893,0.16199,0.07878,29.67,Low yield
2018_095,Quebec,Stevens,10.903,1.31303,6.84156,2.00727,7.07229,0.03523,0.00471,0.02522,0.51565,0.04723,43.15,High yield
2018_096,Quebec,Stevens,10.627,1.21017,7.38004,1.95363,7.0691,0.03969,0.0055,0.0237,0.34772,0.05549,30.17,Low yield
2018_097,Quebec,Stevens,10.927,1.26957,6.13604,2.17091,8.0584,0.04066,0.00463,0.02675,0.57877,0.04933,29.12,Low yield
2018_098,Quebec,Stevens,11.114,1.1301,6.12824,2.0328,7.59856,0.03678,0.00438,0.02515,0.5051,0.04232,27.66,Low yield
2018_099,Quebec,Stevens,11.016,1.20692,6.57064,2.03546,7.37571,0.03648,0.00465,0.02544,0.5299,0.0517,39.92,Low yield
2018_100,Quebec,Stevens,10.419,1.19314,6.99041,1.96311,7.73056,0.04174,0.00496,0.0268,0.49445,0.06103,27.25,Low yield
2018_101,Quebec,Stevens,10.972,1.25493,7.6797,1.78615,6.27303,0.03781,0.00506,0.02465,0.34451,0.05319,23.5,Low yield
2018_102,Quebec,Stevens,10.829,1.29892,6.27714,2.01998,7.67913,0.0397,0.00449,0.02544,0.42129,0.05302,12.83,Low yield
2018_103,Quebec,Stevens,11.278,1.27718,6.15575,2.35355,7.04923,0.04528,0.00681,0.02532,0.59246,0.04659,45.02,High yield
2018_104,Quebec,Stevens,11.341,1.3373,8.3937,1.99511,5.09087,0.04275,0.00576,0.02173,0.38109,0.06732,24.18,Low yield
2018_105,Quebec,Stevens,9.7225,1.25612,6.89884,1.86772,6.76371,0.03563,0.00494,0.02534,0.34753,0.05458,5.48,Low yield
2018_106,Quebec,Stevens,10.209,1.24038,7.6353,1.93986,7.20624,0.03866,0.00461,0.0248,0.39914,0.04905,13,Low yield
2018_107,Quebec,Stevens,10.464,1.23213,5.77516,2.17956,7.83484,0.04226,0.00478,0.02735,0.75037,0.0543,31.43,Low yield
2018_108,Quebec,Stevens,10.284,1.24453,5.81971,2.12523,7.63148,0.04939,0.00473,0.02539,0.45058,0.05569,20.48,Low yield
2018_109,Quebec,Stevens,9.9475,1.15118,5.93874,1.72853,8.43222,0.03987,0.00415,0.02085,0.51693,0.12904,37.06,Low yield
2018_110,Quebec,Stevens,10.118,1.16126,6.03971,1.82279,8.56569,0.03981,0.00423,0.0201,0.57034,0.09959,41.51,High yield
2018_111,Quebec,Stevens,9.0703,1.12887,4.90055,2.19535,9.15681,0.03649,0.00439,0.02176,0.27458,0.07832,40.45,High yield
2018_112,Quebec,Stevens,9.7758,1.16861,5.55404,2.08176,9.14599,0.04528,0.00479,0.02339,0.4148,0.10669,58.9,High yield
2018_113,Quebec,Stevens,10.05,1.17662,5.34976,2.26608,9.20648,0.04433,0.00527,0.02584,0.34228,0.06827,56.26,High yield
2018_114,Quebec,Stevens,9.8067,1.25984,5.89779,2.0447,7.55708,0.04542,0.00555,0.0201,0.21066,0.07894,56.25,High yield
2018_115,Quebec,Stevens,,1.16145,5.38759,2.06871,9.40846,0.0362,0.00466,0.03011,0.64003,0.04687,27.56,Low yield
2018_116,Quebec,Stevens,10.299,1.28549,6.15711,2.08576,7.11374,0.03261,0.00521,0.01894,0.14068,0.06758,35.87,Low yield
2018_117,Quebec,Stevens,10.707,1.40433,6.79867,1.97789,5.93124,0.03123,0.00529,0.01928,0.14576,0.05341,23.45,Low yield
2018_118,Quebec,Stevens,10.265,1.44656,7.27677,1.8888,6.32572,0.02985,0.00543,0.02037,0.13505,0.06893,28.23,Low yield
2018_119,Quebec,Stevens,10.511,1.21806,5.8241,2.04293,7.71839,0.03557,0.005,0.02112,0.21475,0.05497,49.52,High yield
2018_120,Quebec,Stevens,10.197,1.1696,6.08218,1.98871,7.64167,0.0388,0.00491,0.02006,0.18153,0.06794,46.19,High yield
2018_121,Quebec,Stevens,10.064,1.37199,6.58767,2.04434,7.05435,0.03558,0.00557,0.0205,0.14941,0.06701,40.82,High yield
2018_122,Quebec,Stevens,9.9176,1.16119,5.48829,2.19892,7.99213,0.03539,0.0051,0.02211,0.15821,0.06924,38.51,Low yield
2018_123,Quebec,Stevens,10.384,1.32326,6.25806,2.16521,7.55708,0.04021,0.00524,0.0222,0.19851,0.07136,49.17,High yield
2018_124,Quebec,Stevens,9.0115,,,,,,,,,,24.21,Low yield
2018_125,Quebec,Stevens,9.9834,,,,,,,,,,49.45,High yield
2018_126,Quebec,Stevens,10.213,1.68056,6.13094,2.07301,7.66593,0.03101,0.00506,0.02182,0.15354,0.0621,34.75,Low yield
2018_127,Quebec,Stevens,9.9242,1.48743,6.168,2.43452,7.61896,0.03398,0.00546,0.02012,0.11313,0.06121,37.96,Low yield
2018_128,Quebec,Stevens,9.8167,1.39403,6.60546,2.19063,7.21004,0.0462,0.00575,0.02135,0.15632,0.07872,39.01,Low yield
2018_129,Quebec,Stevens,9.6061,1.31875,5.85337,2.14448,7.05973,0.03279,0.0053,0.01966,0.14535,0.06099,47.96,High yield
2018_130,Quebec,Stevens,10.658,1.27723,6.51319,2.05412,7.70662,0.03842,0.00591,0.02655,0.36008,0.04701,44.84,High yield
2018_131,Quebec,Stevens,10.709,1.37572,6.41438,2.20392,7.62242,0.0361,0.00505,0.02124,0.20505,0.06427,45.69,High yield
2018_132,Quebec,Stevens,9.9933,1.3591,6.286,2.06949,6.91166,0.03335,0.00531,0.02037,0.137,0.06189,38.51,Low yield
2018_133,Quebec,Stevens,9.6726,1.26862,5.19146,2.27058,8.30749,0.02366,0.00471,0.02091,0.13908,0.0642,32.87,Low yield
2018_134,Quebec,Stevens,10.307,1.27802,6.1639,1.92884,6.83429,0.01776,0.00464,0.02057,0.21178,0.06031,37.44,Low yield
2018_135,Quebec,Stevens,9.9717,1.33394,6.72205,2.11159,6.7481,0.03743,0.00556,0.02106,0.14655,0.06808,43.77,High yield
2018_136,Quebec,Stevens,10.051,1.37099,6.59104,2.00223,6.31208,0.02805,0.00521,0.02089,0.13293,0.08001,43.88,High yield
2018_137,Quebec,Stevens,10.509,1.29979,5.89096,2.13498,7.54821,0.03149,0.0045,0.02248,0.14245,0.05346,36.12,Low yield
2018_138,Quebec,Stevens,9.6422,1.22875,5.55463,2.13015,7.68617,0.03377,0.00436,0.02197,0.144,0.07826,41.35,High yield
2018_139,Quebec,Stevens,9.3518,1.26299,5.92775,2.06874,7.51796,0.03008,0.00449,0.02085,0.18607,0.06456,46.02,High yield
2018_140,Quebec,Stevens,10.432,1.32766,6.03971,2.06275,6.85841,0.03245,0.00489,0.02272,0.1242,0.06272,39.64,Low yield
2018_141,Quebec,Stevens,9.98,1.33959,6.688,1.92091,6.64344,0.03388,0.00494,0.01974,0.17694,0.05744,48.45,High yield
2018_142,Quebec,Stevens,10.391,1.41403,6.97513,1.83623,6.92733,0.03352,0.00498,0.02015,0.18727,0.07467,37.75,Low yield
2018_143,Quebec,Stevens,10.053,1.30532,6.33961,2.04257,7.41755,0.03434,0.00501,0.02245,0.2172,0.06725,43.1,High yield
2018_144,Quebec,Stevens,9.8348,1.29044,5.91701,1.96078,7.05788,0.03404,0.00484,0.01902,0.14172,0.06083,52.93,High yield
2000_001,Quebec,Stevens,12,1.2,7,1.7,8.4,0.0293,0.00391,0.0208,0.2,0.25,23.62,Low yield
2000_002,Quebec,Stevens,13,1.4,2.3,5.4,13.4,0.03,0.00439,0.0211,0.179,0.181,16.95,Low yield
2000_003,Quebec,Stevens,11,1.3,5.8,2,10.1,0.051,0.00424,0.0192,0.125,0.113,23.9,Low yield
2000_004,Quebec,Stevens,13,1.3,2.3,5.5,13.5,0.0343,0.00394,0.0351,0.208,0.222,21.02,Low yield
2000_005,Quebec,Stevens,11,1.2,6.1,1.9,9.7,0.0462,0.00398,0.0187,0.136,0.128,28.17,Low yield
2000_006,Quebec,Stevens,12,1.5,6.9,1.7,8.3,0.0259,0.00389,0.0203,0.288,0.311,13.29,Low yield
2000_007,Quebec,Stevens,14,1.5,2.2,6.2,12.7,0.0302,0.00338,0.0203,0.185,0.2,14.66,Low yield
2000_008,Quebec,Stevens,11,1.4,6,1.9,9.2,0.0335,0.00392,0.0202,0.118,0.115,34.98,Low yield
2000_009,Quebec,Stevens,13,1.5,5.8,1.9,11.1,0.0324,0.00393,0.0222,0.257,0.266,38.15,Low yield
